OPV_ID;OPV_LIBELLE;OPV_DEPENSE;OPV_RECETTE;OPV_BUD_ID;OPV_CAT_ID;OPV_OPERATION_ORIGINE;OPV_SOLDE;OPV_TYPE;OPV_PERIODE;OPV_LETTRAGE
1;FP COGI mars 93;0,000000;195,870000;248;80;6;195,870000;D;;
2;FP COGI Mars 93;0,000000;45,730000;223;80;6;45,730000;D;;
3;FP COGI Mars 93;0,000000;43,020000;218;80;6;43,020000;D;;
4;virement sur LCE (karen ski);45,730000;0,000000;248;92;8;-45,730000;D;;
5;;45,730000;0,000000;248;53;8;-45,730000;D;;
6;Tel karen sur 201.5;106,710000;0,000000;223;113;10;-106,710000;D;;
7;Repas la clusaz;30,490000;0,000000;183;58;10;-30,490000;D;;
8;FP karen 04/93;45,730000;0,000000;183;58;10;-45,730000;D;;
9;FP COGI 03/93;91,470000;0,000000;248;80;10;-91,470000;D;;
10;Vacances Canada;686,030000;0,000000;238;156;17;-686,030000;D;;
11;Vacances Canada;594,550000;0,000000;238;156;17;-594,550000;D;;
12;Avance de BPL sue CE;344,530000;0,000000;183;156;17;-344,530000;D;;
13;Impots sur revenu;60,980000;0,000000;211;156;17;-60,980000;D;;
14;Assurance golf;0,000000;172,210000;174;162;19;172,210000;D;;
15;Assurance polo;0,000000;59,910000;174;162;19;59,910000;D;;
16;Auto divers;0,000000;137,200000;215;162;19;137,200000;D;;
17;Entretien golf;33,340000;0,000000;178;156;19;-33,340000;D;;
18;vignette;0,000000;65,860000;177;162;19;65,860000;D;;
19;divers;0,000000;803,030000;248;162;19;803,030000;D;;
20;PEL;0,000000;228,670000;215;162;19;228,670000;D;;
21;impot locaux;0,000000;434,020000;210;162;19;434,020000;D;;
22;I.R;0,000000;1,070000;211;162;19;1,070000;D;;
23;redevance TV;0,000000;45,680000;212;162;19;45,680000;D;;
24;karen vacances hiver;0,130000;0,000000;248;156;19;-0,130000;D;;
25;charges;0,000000;70,890000;215;162;19;70,890000;D;;
26;maison divers;0,000000;783,680000;215;162;19;783,680000;D;;
27;eau;0,000000;183,330000;216;162;19;183,330000;D;;
28;électricité;0,000000;134,760000;217;162;19;134,760000;D;;
29;loyer;0,000000;98,690000;218;162;19;98,690000;D;;
30;téléphone;66,190000;0,000000;223;156;19;-66,190000;D;;
31;multirisque;0,000000;43,750000;174;162;19;43,750000;D;;
32;vacances canada;0,000000;127,170000;238;162;19;127,170000;D;;
33;Mutuelle;0,000000;63,620000;251;162;19;63,620000;D;;
34;Assurance Golf;0,000000;67,080000;174;129;25;67,080000;D;;
35;Assurance polo;0,000000;23,320000;174;129;25;23,320000;D;;
36;Multirisque;0,000000;8,230000;174;129;25;8,230000;D;;
37;Mutuelle;0,000000;22,870000;251;129;25;22,870000;D;;
38;Auto divers;0,000000;137,200000;215;129;25;137,200000;D;;
39;Entretien golf;0,000000;15,240000;178;129;25;15,240000;D;;
40;Vacances Canada (Impots);0,000000;381,120000;211;129;25;381,120000;D;;
41;Impots locaux;0,000000;48,020000;210;88;25;48,020000;D;;
42;Vignette;0,000000;6,560000;177;129;25;6,560000;D;;
43;Redevance TV;0,000000;7,620000;212;129;25;7,620000;D;;
44;Charges;0,000000;7,620000;215;129;25;7,620000;D;;
45;Loyer;0,000000;396,370000;218;129;25;396,370000;D;;
46;Eau;0,000000;19,820000;216;129;25;19,820000;D;;
47;Electricite;0,000000;30,490000;217;129;25;30,490000;D;;
48;Téléphone;0,000000;30,490000;223;129;25;30,490000;D;;
49;Virement compte courant;0,000000;612,020000;252;129;25;612,020000;D;;
50;P.E.L;0,000000;152,450000;215;129;25;152,450000;D;;
51;Assurance Golf;0,000000;67,080000;174;129;31;67,080000;D;;
52;Assurance polo;0,000000;23,320000;174;129;31;23,320000;D;;
53;Multirisque;0,000000;10,670000;174;129;31;10,670000;D;;
54;Mutuelle;0,000000;22,870000;251;129;31;22,870000;D;;
55;Entretien golf;0,000000;15,240000;178;129;31;15,240000;D;;
56;Impots;0,000000;381,120000;211;129;31;381,120000;D;;
57;Impots locaux;0,000000;53,360000;210;88;31;53,360000;D;;
58;Vignette;0,000000;6,560000;177;129;31;6,560000;D;;
59;Redevance TV;0,000000;7,620000;212;129;31;7,620000;D;;
60;Loyer;0,000000;712,700000;218;129;31;712,700000;D;;
61;Eau;0,000000;19,820000;216;129;31;19,820000;D;;
62;Electricite;0,000000;106,710000;217;129;31;106,710000;D;;
63;Téléphone;0,000000;30,490000;223;129;31;30,490000;D;;
64;Virement compte courant;0,000000;502,460000;252;129;31;502,460000;D;;
65;Entretien pommier;0,000000;6,860000;219;129;31;6,860000;D;;
66;Téléphone karen;0,000000;91,470000;223;113;35;91,470000;D;;
67;F.P;0,000000;21,110000;178;80;35;21,110000;D;;
68;F.P;0,000000;76,760000;178;80;35;76,760000;D;;
69;Vancances ski karen;0,000000;152,450000;248;92;35;152,450000;D;;
70;Participation karen / télé;0,000000;152,450000;248;92;35;152,450000;D;;
71;Assurance Golf;0,000000;67,080000;174;129;36;67,080000;D;;
72;Assurance polo;0,000000;23,320000;174;129;36;23,320000;D;;
73;Multirisque;0,000000;10,670000;174;129;36;10,670000;D;;
74;Mutuelle;0,000000;22,870000;251;129;36;22,870000;D;;
75;Entretien golf;0,000000;15,240000;178;129;36;15,240000;D;;
76;Impots;0,000000;381,120000;211;129;36;381,120000;D;;
77;Impots locaux;0,000000;53,360000;210;88;36;53,360000;D;;
78;Vignette;0,000000;7,930000;177;129;36;7,930000;D;;
79;Redevance TV;0,000000;7,620000;212;129;36;7,620000;D;;
80;Loyer;0,000000;712,700000;218;129;36;712,700000;D;;
81;Eau;0,000000;19,820000;216;129;36;19,820000;D;;
82;Electricite;0,000000;106,710000;217;129;36;106,710000;D;;
83;Téléphone;0,000000;30,490000;223;129;36;30,490000;D;;
84;Virement compte courant;0,000000;501,090000;252;129;36;501,090000;D;;
85;Entretien pommier;0,000000;6,860000;219;129;36;6,860000;D;;
86;Assurance Golf;0,000000;70,280000;174;129;41;70,280000;D;;
87;Assurance polo;0,000000;25,000000;174;129;41;25,000000;D;;
88;Multirisque;0,000000;10,670000;174;129;41;10,670000;D;;
89;Mutuelle;0,000000;22,870000;251;129;41;22,870000;D;;
90;Entretien golf;0,000000;15,240000;178;129;41;15,240000;D;;
91;Impots;0,000000;381,120000;211;129;41;381,120000;D;;
92;Impots locaux;0,000000;53,360000;210;88;41;53,360000;D;;
93;Vignette;0,000000;7,930000;177;129;41;7,930000;D;;
94;Redevance TV;0,000000;7,770000;212;129;41;7,770000;D;;
95;Loyer;0,000000;712,700000;218;129;41;712,700000;D;;
96;Eau;0,000000;19,820000;216;129;41;19,820000;D;;
97;Electricite;0,000000;106,710000;217;129;41;106,710000;D;;
98;Téléphone;0,000000;30,490000;223;129;41;30,490000;D;;
99;Virement compte courant;0,000000;495,700000;252;129;41;495,700000;D;;
100;Entretien pommier;0,000000;6,860000;219;129;41;6,860000;D;;
101;Mur;0,000000;1 533,880000;215;115;41;1 533,880000;D;;
102;Plombier;0,000000;89,010000;215;116;41;89,010000;D;;
103;Bois;0,000000;5,790000;215;116;41;5,790000;D;;
104;Assurance Golf;0,000000;70,280000;174;129;43;70,280000;D;;
105;Assurance polo;0,000000;25,000000;174;129;43;25,000000;D;;
106;Multirisque;0,000000;10,670000;174;129;43;10,670000;D;;
107;Mutuelle;0,000000;22,870000;251;129;43;22,870000;D;;
108;Entretien golf;0,000000;15,240000;178;129;43;15,240000;D;;
109;Impots;0,000000;381,120000;211;129;43;381,120000;D;;
110;Impots locaux;0,000000;53,360000;210;88;43;53,360000;D;;
111;Vignette;0,000000;7,930000;177;129;43;7,930000;D;;
112;Redevance TV;0,000000;7,770000;212;129;43;7,770000;D;;
113;Loyer;0,000000;712,700000;218;129;43;712,700000;D;;
114;Eau;0,000000;19,820000;216;129;43;19,820000;D;;
115;Electricite;0,000000;106,710000;217;129;43;106,710000;D;;
116;Téléphone;0,000000;30,490000;223;129;43;30,490000;D;;
117;Virement compte courant;0,000000;493,040000;252;129;43;493,040000;D;;
118;Entretien pommier;0,000000;6,860000;219;129;43;6,860000;D;;
119;Virement sur poste moulin;803,030000;0,000000;248;59;45;-803,030000;D;;
120;Virement sur poste moulin;1 439,210000;0,000000;215;59;45;-1 439,210000;D;;
121;virements poste moulin;609,800000;0,000000;215;157;50;-609,800000;D;;
122;Virement poste vacances hiver;152,320000;0,000000;248;157;50;-152,320000;D;;
123;Virement poste actions;0,000000;349,870000;248;154;50;349,870000;D;;
124;Assurance Golf;0,000000;70,280000;174;129;56;70,280000;D;;
125;Assurance polo;0,000000;25,000000;174;129;56;25,000000;D;;
126;Multirisque;0,000000;10,670000;174;129;56;10,670000;D;;
127;Mutuelle;0,000000;22,870000;251;129;56;22,870000;D;;
128;Entretien golf;0,000000;15,240000;178;129;56;15,240000;D;;
129;Impots;0,000000;381,120000;211;129;56;381,120000;D;;
130;Impots locaux;0,000000;53,360000;210;88;56;53,360000;D;;
131;Vignette;0,000000;7,930000;177;129;56;7,930000;D;;
132;Redevance TV;0,000000;7,770000;212;129;56;7,770000;D;;
133;Loyer;0,000000;712,700000;218;129;56;712,700000;D;;
134;Eau;0,000000;19,820000;216;129;56;19,820000;D;;
135;Electricite;0,000000;106,710000;217;129;56;106,710000;D;;
136;Téléphone;0,000000;30,490000;223;129;56;30,490000;D;;
137;Virement compte courant;0,000000;491,030000;252;129;56;491,030000;D;;
138;Entretien pommier;0,000000;6,860000;219;129;56;6,860000;D;;
139;Assurance Golf;0,000000;70,280000;174;129;58;70,280000;D;;
140;Assurance polo;0,000000;25,000000;174;129;58;25,000000;D;;
141;Multirisque;0,000000;12,960000;174;129;58;12,960000;D;;
142;Mutuelle;0,000000;22,870000;251;129;58;22,870000;D;;
143;Entretien golf;0,000000;15,240000;178;129;58;15,240000;D;;
144;Impots;0,000000;381,120000;211;129;58;381,120000;D;;
145;Impots locaux;0,000000;53,360000;210;88;58;53,360000;D;;
146;Vignette;0,000000;7,930000;177;129;58;7,930000;D;;
147;Redevance TV;0,000000;7,770000;212;129;58;7,770000;D;;
148;Loyer;0,000000;712,700000;218;129;58;712,700000;D;;
149;Eau;0,000000;19,820000;216;129;58;19,820000;D;;
150;Electricite;0,000000;106,710000;217;129;58;106,710000;D;;
151;Téléphone;0,000000;30,490000;223;129;58;30,490000;D;;
152;Virement compte courant;0,000000;484,140000;252;129;58;484,140000;D;;
153;Entretien pommier;0,000000;6,860000;219;129;58;6,860000;D;;
154;Assurance Golf;0,000000;70,280000;174;129;60;70,280000;D;;
155;Assurance polo;0,000000;25,000000;174;129;60;25,000000;D;;
156;Multirisque;0,000000;44,160000;174;129;60;44,160000;D;;
157;Mutuelle;0,000000;22,870000;251;129;60;22,870000;D;;
158;Entretien golf;0,000000;15,240000;178;129;60;15,240000;D;;
159;Impots;0,000000;381,120000;211;129;60;381,120000;D;;
160;Impots locaux;0,000000;53,360000;210;88;60;53,360000;D;;
161;Vignette;0,000000;7,930000;177;129;60;7,930000;D;;
162;Redevance TV;0,000000;7,770000;212;129;60;7,770000;D;;
163;Loyer;0,000000;712,700000;218;129;60;712,700000;D;;
164;Eau;0,000000;19,820000;216;129;60;19,820000;D;;
165;Electricite;0,000000;106,710000;217;129;60;106,710000;D;;
166;Téléphone;0,000000;30,490000;223;129;60;30,490000;D;;
167;Virement compte courant;0,000000;300,110000;252;129;60;300,110000;D;;
168;Entretien pommier;0,000000;6,860000;219;129;60;6,860000;D;;
169;Assurance Golf;0,000000;70,280000;174;129;63;70,280000;D;;
170;Assurance polo;0,000000;25,000000;174;129;63;25,000000;D;;
171;Multirisque;0,000000;12,960000;174;129;63;12,960000;D;;
172;Mutuelle;0,000000;22,870000;251;129;63;22,870000;D;;
173;Entretien golf;0,000000;15,240000;178;129;63;15,240000;D;;
174;Impots;0,000000;381,120000;211;129;63;381,120000;D;;
175;Impots locaux;0,000000;53,360000;210;88;63;53,360000;D;;
176;Vignette;0,000000;7,930000;177;129;63;7,930000;D;;
177;Redevance TV;0,000000;7,770000;212;129;63;7,770000;D;;
178;Loyer;0,000000;712,700000;218;129;63;712,700000;D;;
179;Eau;0,000000;19,820000;216;129;63;19,820000;D;;
180;Electricite;0,000000;106,710000;217;129;63;106,710000;D;;
181;Téléphone;0,000000;30,490000;223;129;63;30,490000;D;;
182;Virement compte courant;0,000000;493,410000;252;129;63;493,410000;D;;
183;Entretien pommier;0,000000;9,160000;219;129;63;9,160000;D;;
184;Assurance Golf;0,000000;70,280000;174;129;65;70,280000;D;;
185;Assurance polo;0,000000;25,000000;174;129;65;25,000000;D;;
186;Multirisque;0,000000;12,960000;174;129;65;12,960000;D;;
187;Mutuelle;0,000000;22,870000;251;129;65;22,870000;D;;
188;Entretien golf;0,000000;15,240000;178;129;65;15,240000;D;;
189;Impots;0,000000;181,860000;211;129;65;181,860000;D;;
190;Impots locaux;0,000000;53,360000;210;88;65;53,360000;D;;
191;Vignette;0,000000;7,930000;177;129;65;7,930000;D;;
192;Redevance TV;0,000000;7,770000;212;129;65;7,770000;D;;
193;Loyer;0,000000;712,700000;218;129;65;712,700000;D;;
194;Eau;0,000000;19,820000;216;129;65;19,820000;D;;
195;Electricite;0,000000;106,710000;217;129;65;106,710000;D;;
196;Téléphone;0,000000;30,490000;223;129;65;30,490000;D;;
197;Entretien pommier;0,000000;6,860000;219;129;65;6,860000;D;;
198;Virement;493,410000;0,000000;252;157;67;-493,410000;D;;
199;Virement complément impots;0,000000;199,260000;252;154;67;199,260000;D;;
200;Virement;0,000000;168,000000;252;154;67;168,000000;D;;
201;Virement sur à ventiler (302);168,000000;0,000000;252;59;68;-168,000000;D;;
202;Virement de budget vide;0,000000;46,040000;191;59;68;46,040000;D;;
203;Virement sur impots;199,260000;0,000000;252;59;68;-199,260000;D;;
204;Virement de budget vide;0,000000;199,260000;211;59;68;199,260000;D;;
205;Virement de budget vide;0,000000;121,960000;215;59;68;121,960000;D;;
206;Assurance Golf;0,000000;70,280000;174;129;73;70,280000;D;;
207;Assurance polo;0,000000;25,000000;174;129;73;25,000000;D;;
208;Multirisque;0,000000;12,960000;174;129;73;12,960000;D;;
209;Mutuelle;0,000000;22,870000;251;129;73;22,870000;D;;
210;Entretien golf;0,000000;15,240000;178;129;73;15,240000;D;;
211;Impots;0,000000;381,120000;211;129;73;381,120000;D;;
212;Impots locaux;0,000000;53,360000;210;88;73;53,360000;D;;
213;Vignette;0,000000;7,930000;177;129;73;7,930000;D;;
214;Redevance TV;0,000000;7,770000;212;129;73;7,770000;D;;
215;Loyer;0,000000;712,700000;218;129;73;712,700000;D;;
216;Eau;0,000000;19,820000;216;129;73;19,820000;D;;
217;Electricite;0,000000;106,710000;217;129;73;106,710000;D;;
218;Téléphone;0,000000;30,490000;223;129;73;30,490000;D;;
219;Entretien pommier;0,000000;6,860000;219;129;73;6,860000;D;;
220;Prime;0,000000;710,360000;191;128;73;710,360000;D;;
221;Virement sur poste travaux;76,220000;0,000000;238;59;75;-76,220000;D;;
222;Virement de poste vacances;0,000000;76,220000;215;59;75;76,220000;D;;
223;Assurance Golf;0,000000;70,400000;174;129;77;70,400000;D;;
224;Assurance polo;0,000000;25,040000;174;129;77;25,040000;D;;
225;Multirisque;0,000000;12,980000;174;129;77;12,980000;D;;
226;Mutuelle;0,000000;22,910000;251;129;77;22,910000;D;;
227;Entretien golf;0,000000;15,270000;178;129;77;15,270000;D;;
228;Impots;0,000000;381,780000;211;129;77;381,780000;D;;
229;Impots locaux;0,000000;53,450000;210;88;77;53,450000;D;;
230;Vignette;0,000000;7,940000;177;129;77;7,940000;D;;
231;Redevance TV;0,000000;7,790000;212;129;77;7,790000;D;;
232;Loyer;0,000000;713,930000;218;129;77;713,930000;D;;
233;Eau;0,000000;19,850000;216;129;77;19,850000;D;;
234;Electricite;0,000000;106,900000;217;129;77;106,900000;D;;
235;Téléphone;0,000000;30,540000;223;129;77;30,540000;D;;
236;Entretien pommier;0,000000;6,870000;219;129;77;6,870000;D;;
237;Virement compte courant;0,000000;487,400000;252;129;77;487,400000;D;;
238;Virement poste à poste;594,550000;0,000000;211;59;79;-594,550000;D;;
239;Virement du poste impots;0,000000;66,160000;210;59;79;66,160000;D;;
240;Virement du poste impot;0,000000;528,390000;209;59;79;528,390000;D;;
241;Assurance Golf;0,000000;70,150000;174;129;80;70,150000;D;;
242;Assurance polo;0,000000;24,960000;174;129;80;24,960000;D;;
243;Multirisque;0,000000;12,940000;174;129;80;12,940000;D;;
244;Mutuelle;0,000000;22,830000;251;129;80;22,830000;D;;
245;Entretien golf;0,000000;15,220000;178;129;80;15,220000;D;;
246;Impots;0,000000;380,450000;211;129;80;380,450000;D;;
247;Impots locaux;0,000000;53,260000;210;88;80;53,260000;D;;
248;Vignette;0,000000;7,910000;177;129;80;7,910000;D;;
249;Redevance TV;0,000000;7,760000;212;129;80;7,760000;D;;
250;Loyer;0,000000;711,440000;218;129;80;711,440000;D;;
251;Eau;0,000000;19,780000;216;129;80;19,780000;D;;
252;Electricite;0,000000;106,530000;217;129;80;106,530000;D;;
253;Téléphone;0,000000;30,440000;223;129;80;30,440000;D;;
254;Entretien pommier;0,000000;6,850000;219;129;80;6,850000;D;;
255;Virement compte courant;0,000000;492,550000;252;129;80;492,550000;D;;
256;Virement sur maison travaux;78,510000;0,000000;215;59;82;-78,510000;D;;
257;Virement de maison charge;0,000000;78,510000;215;59;82;78,510000;D;;
258;Assurance Golf;0,000000;70,150000;174;129;83;70,150000;D;;
259;Assurance polo;0,000000;24,960000;174;129;83;24,960000;D;;
260;Multirisque;0,000000;12,940000;174;129;83;12,940000;D;;
261;Mutuelle;0,000000;22,830000;251;129;83;22,830000;D;;
262;Entretien golf;0,000000;15,220000;178;129;83;15,220000;D;;
263;Impots;0,000000;334,710000;211;129;83;334,710000;D;;
264;Impots locaux;0,000000;53,260000;210;88;83;53,260000;D;;
265;Vignette;0,000000;7,910000;177;129;83;7,910000;D;;
266;Redevance TV;0,000000;7,760000;212;129;83;7,760000;D;;
267;Loyer;0,000000;711,440000;218;129;83;711,440000;D;;
268;Eau;0,000000;19,780000;216;129;83;19,780000;D;;
269;Electricite;0,000000;106,530000;217;129;83;106,530000;D;;
270;Téléphone;0,000000;30,440000;223;129;83;30,440000;D;;
271;Entretien pommier;0,000000;6,850000;219;129;83;6,850000;D;;
272;Virement compte courant;0,000000;523,060000;252;129;83;523,060000;D;;
273;Impots fonciers;0,000000;45,730000;209;87;83;45,730000;D;;
274;Virement poste à poste;762,250000;0,000000;211;59;85;-762,250000;D;;
275;Virement du poste impot;0,000000;762,250000;215;59;85;762,250000;D;;
276;Assurance Golf;0,000000;70,150000;174;129;86;70,150000;D;;
277;Assurance polo;0,000000;24,960000;174;129;86;24,960000;D;;
278;Multirisque;0,000000;12,940000;174;129;86;12,940000;D;;
279;Mutuelle;0,000000;22,830000;251;129;86;22,830000;D;;
280;Entretien golf;0,000000;15,220000;178;129;86;15,220000;D;;
281;Impots;0,000000;334,710000;211;129;86;334,710000;D;;
282;Impots locaux;0,000000;53,260000;210;88;86;53,260000;D;;
283;Vignette;0,000000;7,910000;177;129;86;7,910000;D;;
284;Redevance TV;0,000000;7,760000;212;129;86;7,760000;D;;
285;Loyer;0,000000;711,440000;218;129;86;711,440000;D;;
286;Eau;0,000000;19,780000;216;129;86;19,780000;D;;
287;Electricite;0,000000;106,530000;217;129;86;106,530000;D;;
288;Téléphone;0,000000;30,440000;223;129;86;30,440000;D;;
289;Entretien pommier;0,000000;6,850000;219;129;86;6,850000;D;;
290;Virement compte courant;0,000000;487,290000;252;129;86;487,290000;D;;
291;Impot fonciers;0,000000;45,730000;209;87;86;45,730000;D;;
292;reduction poste avance;0,000000;35,770000;183;129;86;35,770000;D;;
293;vol;0,000000;321,670000;183;91;88;321,670000;D;;
294;telephone;0,000000;45,730000;223;92;88;45,730000;D;;
295;vacance hiver;0,000000;135,680000;248;92;88;135,680000;D;;
296;mutuelle;0,000000;30,490000;251;92;88;30,490000;D;;
297;tele (billet avion);0,000000;68,300000;183;28;88;68,300000;D;;
298;f.p 11/94;0,000000;229,410000;178;80;88;229,410000;D;;
299;F.p 11/94;0,000000;49,120000;183;80;88;49,120000;D;;
300;Assurance Golf;0,000000;70,150000;174;129;89;70,150000;D;;
301;Assurance polo;0,000000;24,960000;174;129;89;24,960000;D;;
302;Multirisque;0,000000;12,940000;174;129;89;12,940000;D;;
303;Mutuelle;0,000000;22,830000;251;129;89;22,830000;D;;
304;Entretien golf;0,000000;15,220000;178;129;89;15,220000;D;;
305;Impots;0,000000;334,710000;211;129;89;334,710000;D;;
306;Impots locaux;0,000000;62,500000;210;88;89;62,500000;D;;
307;Vignette;0,000000;7,910000;177;129;89;7,910000;D;;
308;Redevance TV;0,000000;7,760000;212;129;89;7,760000;D;;
309;Loyer;0,000000;711,440000;218;129;89;711,440000;D;;
310;Eau;0,000000;19,780000;216;129;89;19,780000;D;;
311;Electricite;0,000000;106,530000;217;129;89;106,530000;D;;
312;Téléphone;0,000000;30,440000;223;129;89;30,440000;D;;
313;Entretien pommier;0,000000;6,850000;219;129;89;6,850000;D;;
314;Virement compte courant;0,000000;478,050000;252;129;89;478,050000;D;;
315;Impot fonciers;0,000000;45,730000;209;87;89;45,730000;D;;
316;reduction poste avance;0,000000;35,770000;183;129;89;35,770000;D;;
317;prime;0,000000;1 084,330000;177;128;89;1 084,330000;D;;
318;Virement CE LCE;579,310000;0,000000;177;59;91;-579,310000;D;;
319;CE/LCE;0,000000;167,690000;223;59;91;167,690000;D;;
320;CE/LCE;0,000000;228,670000;215;59;91;228,670000;D;;
321;CE/LCE;0,000000;182,940000;238;59;91;182,940000;D;;
322;BPL/CE;0,000000;61,220000;183;59;92;61,220000;D;;
323;BPL/CE;0,000000;62,790000;178;59;92;62,790000;D;;
324;BPL/CE;643,330000;0,000000;183;59;92;-643,330000;D;;
325;BPL/CE;0,000000;228,670000;248;59;92;228,670000;D;;
326;BPL/CE;0,000000;47,260000;223;59;92;47,260000;D;;
327;BPL/CE;0,000000;365,140000;236;59;92;365,140000;D;;
328;BPL/CE;0,000000;60,730000;248;59;92;60,730000;D;;
329;BPL/CE;0,000000;0,460000;212;59;92;0,460000;D;;
330;CE/BPL;182,940000;0,000000;238;59;92;-182,940000;D;;
331;CE/CE;381,120000;0,000000;211;59;92;-381,120000;D;;
332;CE/CE;0,000000;352,450000;215;59;92;352,450000;D;;
333;CE/CE;0,000000;28,670000;215;59;92;28,670000;D;;
334;CE/CE;4,240000;0,000000;215;59;92;-4,240000;D;;
335;CE/CE;0,000000;4,240000;215;59;92;4,240000;D;;
336;CE/CE;72,690000;0,000000;177;59;92;-72,690000;D;;
337;CE/CE;0,000000;72,690000;248;59;92;72,690000;D;;
338;CE/CE;391,030000;0,000000;177;59;92;-391,030000;D;;
339;CE/CE;0,000000;381,120000;211;59;92;381,120000;D;;
340;Ce/CE;0,000000;9,910000;178;59;92;9,910000;D;;
341;Assurance Golf;0,000000;70,150000;174;129;95;70,150000;D;;
342;Assurance polo;0,000000;24,960000;174;129;95;24,960000;D;;
343;Multirisque;0,000000;12,940000;174;129;95;12,940000;D;;
344;Mutuelle;0,000000;22,830000;251;129;95;22,830000;D;;
345;Entretien golf;0,000000;15,220000;178;129;95;15,220000;D;;
346;Impots;0,000000;334,710000;211;129;95;334,710000;D;;
347;Impots locaux;0,000000;62,500000;210;88;95;62,500000;D;;
348;Vignette;0,000000;7,910000;177;129;95;7,910000;D;;
349;Redevance TV;0,000000;7,760000;212;129;95;7,760000;D;;
350;Loyer;0,000000;712,810000;218;129;95;712,810000;D;;
351;Eau;0,000000;19,780000;216;129;95;19,780000;D;;
352;Electricite;0,000000;106,530000;217;129;95;106,530000;D;;
353;Téléphone;0,000000;91,420000;223;129;95;91,420000;D;;
354;Entretien pommier;0,000000;6,850000;219;129;95;6,850000;D;;
355;Virement compte courant;0,000000;413,760000;252;129;95;413,760000;D;;
356;Impot fonciers;0,000000;45,730000;209;87;95;45,730000;D;;
357;reduction poste avance;0,000000;35,770000;183;129;95;35,770000;D;;
358;Assurance Golf;0,000000;70,150000;174;129;96;70,150000;D;;
359;Assurance polo;0,000000;24,960000;174;129;96;24,960000;D;;
360;Multirisque;0,000000;12,940000;174;129;96;12,940000;D;;
361;Mutuelle;0,000000;22,830000;251;129;96;22,830000;D;;
362;Entretien golf;0,000000;15,220000;178;129;96;15,220000;D;;
363;Impots;0,000000;334,710000;211;129;96;334,710000;D;;
364;Impots locaux;0,000000;62,500000;210;88;96;62,500000;D;;
365;Vignette;0,000000;7,910000;177;129;96;7,910000;D;;
366;Redevance TV;0,000000;7,760000;212;129;96;7,760000;D;;
367;Loyer;0,000000;712,810000;218;129;96;712,810000;D;;
368;Eau;0,000000;19,780000;216;129;96;19,780000;D;;
369;Electricite;0,000000;106,530000;217;129;96;106,530000;D;;
370;Téléphone;0,000000;30,440000;223;129;96;30,440000;D;;
371;Entretien pommier;0,000000;6,850000;219;129;96;6,850000;D;;
372;Virement compte courant;0,000000;474,740000;252;129;96;474,740000;D;;
373;Impot fonciers;0,000000;45,730000;209;87;96;45,730000;D;;
374;reduction poste avance;0,000000;8,200000;183;129;96;8,200000;D;;
375;;0,000000;27,570000;183;129;96;27,570000;D;;
376;frais financier > interets;6,100000;0,000000;199;59;98;-6,100000;D;;
377;frais financier > interets;9,180000;0,000000;199;59;98;-9,180000;D;;
378;Virement poste à poste;0,000000;15,280000;248;59;98;15,280000;D;;
379;Assurance Golf;0,000000;70,150000;174;129;99;70,150000;D;;
380;Assurance polo;0,000000;24,960000;174;129;99;24,960000;D;;
381;Multirisque;0,000000;12,940000;174;129;99;12,940000;D;;
382;Mutuelle;0,000000;22,830000;251;129;99;22,830000;D;;
383;Entretien golf;0,000000;15,220000;178;129;99;15,220000;D;;
384;Impots;0,000000;334,710000;211;129;99;334,710000;D;;
385;Impots locaux;0,000000;62,500000;210;88;99;62,500000;D;;
386;Vignette;0,000000;7,910000;177;129;99;7,910000;D;;
387;Redevance TV;0,000000;7,760000;212;129;99;7,760000;D;;
388;Loyer;0,000000;712,810000;218;129;99;712,810000;D;;
389;Eau;0,000000;19,780000;216;129;99;19,780000;D;;
390;Electricite;0,000000;106,530000;217;129;99;106,530000;D;;
391;Téléphone;0,000000;30,440000;223;129;99;30,440000;D;;
392;Entretien pommier;0,000000;6,850000;219;129;99;6,850000;D;;
393;Virement compte courant;0,000000;474,740000;252;129;99;474,740000;D;;
394;Impot fonciers;0,000000;45,730000;209;87;99;45,730000;D;;
395;reduction poste avance;0,000000;45,850000;183;129;99;45,850000;D;;
396;Karen pour auto;0,000000;457,350000;177;92;108;457,350000;D;;
397;Karen pour frein Golf;0,000000;152,450000;178;92;108;152,450000;D;;
398;FP 03/95;0,000000;183,170000;178;80;108;183,170000;D;;
399;Karen placement à Auto divers;457,350000;0,000000;213;59;109;-457,350000;D;;
400;karen placement à auto divers;0,000000;908,830000;177;59;109;908,830000;D;;
401;Divers à ventiler à auto;451,490000;0,000000;191;59;109;-451,490000;D;;
402;Virement poste à poste;280,810000;0,000000;178;59;110;-280,810000;D;;
403;Poste à poste;0,000000;280,810000;248;59;110;280,810000;D;;
404;Assurance Golf;0,000000;70,150000;174;129;112;70,150000;D;;
405;Assurance polo;0,000000;24,960000;174;129;112;24,960000;D;;
406;Multirisque;0,000000;12,940000;174;129;112;12,940000;D;;
407;Mutuelle;0,000000;22,830000;251;129;112;22,830000;D;;
408;Entretien golf;0,000000;15,220000;178;129;112;15,220000;D;;
409;Impots;0,000000;334,710000;211;129;112;334,710000;D;;
410;Impots locaux;0,000000;62,500000;210;88;112;62,500000;D;;
411;Vignette;0,000000;7,910000;177;129;112;7,910000;D;;
